puzzle,category,date
WHOOMP! THERE IT IS,Song Lyrics,9/23/21
REQUESTING A SONG ON THE RADIO,What Are You Doing?,9/24/21
MATING & HOUSE CALL,Same Name,9/24/21
IT'S TIME TO TAKE A TRIP,Phrase,9/24/21
POP-UP GREETING CARD,Thing,9/24/21
CASH CAPITAL CURRENCY COUPONS,Same Letter,9/27/21
PRO FOOTBALL HALL OF FAME,Landmark,9/27/21
YELLOW HIBISCUS,Living Thing,9/27/21
EXTRA LONG SCARF,What Are You Wearing?,9/27/21
I'M SITTING ON TOP OF THE WORLD WIDE WEB,Before & After,9/28/21
THE SAND BETWEEN MY TOES,Thing,9/28/21
TWO OUT OF THREE AIN'T BAD,Phrase,9/29/21
LEARNING TO WINDSURF,Fun & Games,9/29/21
THE CATCH OF THE DAY,Food & Drink,9/29/21
BACHELOR & LILY PAD,Same Name,9/30/21
MIGRATING HERMIT CRABS,Living Things,9/30/21
HE-MAN AND THE MASTERS OF THE UNIVERSE,Title,10/1/21
I COULD DO THIS EVERY DAY,Phrase,10/1/21
SEARCHING FOR CONSTELLATIONS,Fun & Games,10/4/21
BANJO STRING CHEESE,Before & After,10/4/21
I AM FEELING REJUVENATED,Phrase,10/4/21
TAKING A WALK IN THE WOODS,What Are You Doing?,10/4/21
GRIZZLY BEARS AND GRIZZLY BEAR CUBS,Living Things,10/5/21
DRIVING AROUND THE ISLAND,What Are You Doing?,10/5/21
THE ROAD RUNNER,Character,10/5/21
CAMPERS CAMPFIRES CAMPGROUNDS,Same Letter,10/6/21
DINING UNDER THE STARS,Event,10/6/21
NATURE IS CALLING,Phrase,10/6/21
STAYING IN A HOUSEBOAT ON LAKE POWELL,What Are You Doing?,10/7/21
WARM AND SUNNY WEATHER,Thing,10/7/21
WOLVES AND SHEEP,Living Things,10/7/21
RAFTING DOWN THE COLORADO RIVER,Fun & Games,10/8/21
LUNCH & BOOM BOX,Same Name,10/8/21
TREAT YOURSELF TO THE BEST,Phrase,10/8/21
UNCHARTED WILDERNESS,Place,10/8/21
STEAMED SHRIMP WITH DIPPING SAUCES,Food & Drink,10/11/21
WATCHING THE WAVES ROLL IN,What Are You Doing?,10/11/21
NEVER HAVE I EVER,Rhyme Time,10/11/21
COME ON BABY LET'S DO THE TWIST,Song Lyrics,10/12/21
GRACE UNDER PRESSURE COOKERS,Before & After,10/12/21
LIFE IS WHAT YOU MAKE OF IT,Phrase,10/12/21
PROFESSIONAL STUNT DRIVER,Show Biz,10/12/21
CHANNEL SURFING INSTRUCTOR,Before & After,10/13/21
OOEY GOOEY CHEWY BROWNIES,Food & Drink,10/13/21
THIS PLACE IS BREATHTAKING,Phrase,10/13/21
VIDEO KILLED THE RADIO STAR,Song Title,10/13/21
WHO ARE YOU? WHO WHO WHO WHO?,Song Lyrics,10/14/21
ROASTED MACADAMIAS,Food & Drink,10/14/21
MY NICKNAME IN HIGH SCHOOL,Thing,10/14/21
BLACKBIRDS BLUEBIRDS & BIRDBATHS,Same Letter,10/15/21
LEAN ON ME WHEN YOU'RE NOT STRONG,Song Lyrics,10/15/21
SPLASHING AROUND IN THE POOL,Fun & Games,10/15/21
LET'S DO DINNER,Phrase,10/15/21
A THRIVING METROPOLIS,Place,10/18/21
RECREATION AND RELAXATION,Things,10/18/21
AN ABSOLUTE PLEASURE,Phrase,10/19/21
BEST-SELLING BOOK,Thing,10/19/21
DOWNTOWN DINER & DELICATESSEN,Same Letter,10/20/21
THE COLORS OF THE SUNSET,Things,10/20/21
SIDEWALK CHALK,Around The House,10/20/21
PAMPERING MYSELF AT THE SPA,What Are You Doing?,10/21/21
SCOREKEEPER,Person,10/21/21
ATHLETIC CLUB SANDWICH,Before & After,10/22/21
TOURISTS AND LOCALS,Person,10/22/21
HOT PASTRAMI ON RYE,Food & Drink,10/22/21
COMPLETE SATISFACTION,Thing,10/25/21
IT'S ON MY WISH LIST,Phrase,10/25/21
THERE'S A LOT MORE TO EXPLORE,Rhyme Time,10/26/21
COSTUME PARTY ANIMAL,Before & After,10/26/21
SAVORING EVERY SINGLE MOMENT,What Are You Doing?,10/26/21
UNSOLVED MYSTERIES,Tv Title,10/26/21
CANDYMAN CANDYMAN CANDYMAN CANDYMAN,Movie Quote,10/27/21
A TROPICAL PLAYGROUND,Place,10/27/21
I'M A WORD NERD,Rhyme Time,10/27/21
HAUNTED HOUSES & HORRIBLE HOBGOBLINS,Same Letter,10/28/21
IT REALLY BRIGHTENS UP THE ROOM,Phrase,10/28/21
DAYS PACKED WITH FUN,Things,10/28/21
CATTLE & JOLLY RANCHER,Same Name,10/29/21
A DARK AND STORMY NIGHT,Event,10/29/21
ONE DAY I'LL KNOW HOW FAR I'LL GO,Song Lyrics,11/1/21
MAY YOUR WISHES COME TRUE,Phrase,11/1/21
PICKING UP THE PACE,What Are You Doing?,11/1/21
STEPPING INTO A MAGICAL WORLD,What Are You Doing?,11/2/21
IN THE PUBLIC EYE SHADOW,Before & After,11/2/21
WHERE SUNSHINE MEETS FUN TIME,Phrase,11/2/21
BELIEVE YOU CAN THEN YOU WILL,Phrase,11/3/21
FANTASTIC LIVE ENTERTAINMENT,Show Biz,11/3/21
COOKING DEMONSTRATION,Event,11/3/21
LISTEN WITH YOUR HEART YOU WILL UNDERSTAND,Song Lyrics,11/4/21
ROCKING & WILD HORSE,Same Name,11/4/21
EXHILARATING ADVENTURES,Fun & Games,11/4/21
BRAVE BELOVED BEAUTIFUL,Same Letter,11/5/21
OUR FATE LIVES WITHIN US,Quotation,11/5/21
SETTING SAIL FOR THE BAHAMAS,Event,11/5/21
BLAKE SHELTON & GWEN STEFANI,Husband & Wife,11/8/21
WHAT AN AMAZING VIEW!,Phrase,11/8/21
STRETCHING THE TRUTH,What Are You Doing?,11/8/21
TAKE A BREAK AND GET AWAY,Phrase,11/9/21
THE BREAKFAST CLUB,The 80'S,11/9/21
HIKING IN THE GRAND CANYON,What Are You Doing?,11/10/21
WHIPPED & WRINKLE CREAM,Same Name,11/10/21
FRESHWATER SWIMMING POOLS,Places,11/10/21
DELICIOUS GRANOLA CEREAL,Food & Drink,11/10/21
CARAMEL CORN & COTTON CANDY,Same Letter,11/11/21
SPENDING THE DAY IN A LOUNGE CHAIR,What Are You Doing?,11/11/21
ONE BEACH FOR EVERY DAY OF THE YEAR,Phrase,11/12/21
CLAIMING THE REWARD,What Are You Doing?,11/12/21
AND THE OSCAR GOES TO MERYL STREEP,Show Biz,11/15/21
CHECKING SURF CONDITIONS,What Are You Doing?,11/15/21
NEAPOLITAN ICE CREAM,Food & Drink,11/15/21
ROME WASN'T BUILT IN A DAY SPA,Before & After,11/16/21
HOLDING A PRESS CONFERENCE,What Are You Doing?,11/16/21
DAZZLING SCENIC DRIVE,Event,11/16/21
MY NEW BEST FRIEND,Person,11/16/21
GETTING IN TOUCH WITH NATURE,What Are You Doing?,11/17/21
TEASPOON TEAPOT TABLESPOON TABLECLOTH,Same Letter,11/18/21
REMARKABLE NATURAL HOT SPRINGS,Places,11/18/21
PHOTOS DON'T DO IT JUSTICE,Phrase,11/18/21
QUALITY CRAFTSMANSHIP,Thing,11/18/21
LET'S GET READY TO RUMBLE!,Quotation,11/19/21
WATER PARK AVENUE,Before & After,11/19/21
I'VE BEEN WAITING A LONG TIME FOR THIS,Phrase,11/19/21
SCHOOL OF ROCK,Title,11/19/21
FRUIT & CHEESE PLATTER,Food & Drink,11/22/21
LOOKING OUT OVER THE PACIFIC OCEAN,What Are You Doing?,11/22/21
THE CORRECT ANSWER,Thing,11/22/21
READING CROSSWORD CLUES,Fun & Games,11/23/21
AN OASIS OF TRANQUILITY,Place,11/23/21
AEROBICS INSTRUCTOR,Occupation,11/23/21
I STRUT RIGHT BY WITH MY TAIL IN THE AIR,80'S Song Lyrics,11/24/21
YOGA & PLACE MAT,Same Name,11/24/21
THE SOOTHING SOUND OF A WATERFALL,Thing,11/24/21
STAYING IN TOUCH,What Are You Doing?,11/24/21
MY FUTURE FATHER-IN-LAW,Person,11/25/21
GLENN CLOSE RELATIVES,Before & After,11/25/21
EXCEPTIONAL AMENITIES,Things,11/25/21
OH MY GOODNESS!,Phrase,11/25/21
TEACHERS TUTORS & TRAINERS,Same Letter,11/26/21
LISTENING TO MY FAVORITE PLAYLIST,Fun & Games,11/26/21
BRIGHT STARS IN THE NIGHT SKY,Things,11/26/21
CHEESE STICKS AND STONES,Before & After,11/29/21
NATIVE PLANTS AND ANIMALS,Living Things,11/29/21
HEADING IN A NEW DIRECTION,What Are You Doing?,11/29/21
COMEDY WRITER,Show Biz,11/29/21
YOU DROPPED A BOMB ON ME BABY,80'S Song Lyrics,11/30/21
A TOUR OF COSTA RICA,Event,11/30/21
THE MOST TALKED-ABOUT SHOW OF THE YEAR,Show Biz,12/1/21
PUNCH & GOLDFISH BOWL,Same Name,12/1/21
HITTING THE DANCE FLOOR,Fun & Games,12/1/21
THE BEST IN THE BUSINESS,Phrase,12/1/21
CAPTAIN KIRK RETURNS TO SPACE!,Headline,12/2/21
BEAUTIFULLY LANDSCAPED GROUNDS,Place,12/2/21
ELECTRONIC GADGETS,Around The House,12/2/21
CANOE CATAMARANS & CABIN CRUISERS,Same Letter,12/3/21
I'VE GOT IT MADE IN THE SHADE,Rhyme Time,12/3/21
GAZING AT THE SCENERY,What Are You Doing?,12/3/21
THIS CALLS FOR A TWEET,Phrase,12/3/21
SECRETLY STUFFING STOCKINGS,Same Letter,12/6/21
BRUNCH WITH THE FAMILY,Event,12/6/21
TRAVELERS FROM ALL OVER THE WORLD,People,12/6/21
PAIR OF WINTER GLOVES,What Are You Wearing?,12/6/21
THANK YOU FROM THE BOTTOM OF MY HEART,Phrase,12/7/21
ACTION FIGURE OF SPEECH,Before & After,12/7/21
A CRUISE UNLIKE ANY OTHER,Event,12/7/21
IT'S A TIGHT MATCH,Fun & Games,12/7/21
AMAZING ICE SCULPTURE,Thing,12/8/21
COME AND ENJOY THE MAGIC,Phrase,12/8/21
SELF-HEATING MUG,In The Kitchen,12/8/21
CRACKING NUTS WITH A NUTCRACKER,What Are You Doing?,12/9/21
THE SPIRIT OF THE ISLAND,Thing,12/9/21
THE BIG WINNER,Person,12/9/21
I REALLY LIKE THE LOOK OF THIS,Phrase,12/10/21
JINGLE & TINKER BELL,Same Name,12/10/21
MAGNIFICENT LOCATIONS,Places,12/10/21
COOL MIST HUMIDIFIER,Around The House,12/10/21
ICE-SKATING ON A FROZEN LAKE,Fun & Games,12/13/21
AWE-INSPIRING NATIONAL PARKS,Places,12/13/21
PROGRAMMABLE COFFEE MAKER,In The Kitchen,12/13/21
GREETING GOODWILL & GIVING GIFTS,Same Letter,12/14/21
RUB-A-DUB-DUB THREE MEN IN A TUB,Rhyme Time,12/14/21
ENJOYING A DELICIOUS DINNER,What Are You Doing?,12/14/21
I KNOW THE DRILL,Phrase,12/14/21
PICTURE-PERFECT MORNING,Thing,12/15/21
WRAPPING & WAX PAPER,Same Name,12/15/21
WHERE ALL YOUR DREAMS COME TRUE,Phrase,12/15/21
FLEECE EARMUFFS,What Are You Wearing?,12/15/21
JUST KEEP SWIMMING JUST KEEP SWIMMING,Movie Quote,12/16/21
SNORKELING LAGOON,Place,12/16/21
ESSENTIAL OILS,Things,12/16/21
SECOND-GUESSING MYSELF,What Are You Doing?,12/17/21
CHRISTMAS CARD SHARK,Before & After,12/17/21
A TRAIL THROUGH THE JUNGLE,Thing,12/17/21
ALUMINUM WATER BOTTLE,Around The House,12/17/21
GINGERBREAD HOUSES OF CONGRESS,Before & After,12/20/21
I AM PACKING MY BAGS,What Are You Doing?,12/20/21
THAT'S MY FINAL ANSWER,Tv Quote,12/20/21
WAITING AND WAITING UNDER THE MISTLETOE,What Are You Doing?,12/21/21
SILK SHEETS & PILLOWCASES,Around The House,12/21/21
FEASTING ON LOCAL DISHES,What Are You Doing?,12/22/21
VERY INTERESTING,Phrase,12/22/21
PEPPERMINT & POGO STICK,Same Name,12/23/21
HE WHISTLED AND SHOUTED AND CALLED THEM BY NAME,Quotation,12/23/21
TAKE A BREAK FROM IT ALL,Phrase,12/23/21
DOUBLE HOOP EARRINGS,What Are You Wearing?,12/23/21
TIDINGS TRIMMINGS & TINSEL,Same Letter,12/24/21
A VISIT WITH OLD FRIENDS,Event,12/24/21
UNWINDING AT THE POOLSIDE BAR,What Are You Doing?,12/24/21
EXCHANGING GIFTS,Fun & Games,12/24/21
ACTING DIRECTING PRODUCING,Show Biz,12/27/21
ABSOLUTE LUXURY,Thing,12/27/21
IT'S TOO LATE TO BACK OUT NOW,Phrase,12/28/21
LOVING EVERY MINUTE,What Are You Doing?,12/28/21
BUSINESS BUDGETS BOOKKEEPING,Same Letter,12/29/21
PELICANS AND SANDPIPERS,Living Things,12/29/21
ANKLE BRACELET,What Are You Wearing?,12/29/21
KEVIN & CRISPY BACON,Same Name,12/30/21
GOLFING AT THE RESORT,Fun & Games,12/30/21
CHARBROILED FISH TACOS,Food & Drink,12/30/21
CHECKING MY LOTTERY TICKET,What Are You Doing?,12/31/21
ASPARAGUS TIP OF THE ICEBERG,Before & After,12/31/21
LUSH GREEN VEGETATION,Living Things,12/31/21
TRUTH OR CONSEQUENCES NEW MEXICO,On The Map,1/3/22
CITY HALL OF MIRRORS,Before & After,1/3/22
HORSEBACK RIDING ON THE COAST,Event,1/3/22
SEARCHING FOR WORDS IN A WORD SEARCH,Fun & Games,1/4/22
MAGICAL SUNSET CRUISE,Event,1/4/22
ARGYLE SWEATER,What Are You Wearing?,1/4/22
TRAINING FOR THE WINTER OLYMPICS,What Are You Doing?,1/5/22
ULTRAVIOLET LIGHT BEER,Before & After,1/5/22
HOT SPOTS AND HIDDEN GEMS,Places,1/5/22
THE ROYAL TOUR,Event,1/5/22
WEDDING & CRAB CAKE,Same Name,1/6/22
EXPERIENCING THE GOOD LIFE,What Are You Doing?,1/6/22
GRATEFUL NOT HATEFUL,Rhyme Time,1/6/22
PUTTING THE TOOTHPASTE BACK IN THE TUBE,Phrase,1/7/22
SAILING INTO THE HARBOR,What Are You Doing?,1/7/22
NATIONAL FOREST,Place,1/7/22
MILLION-DOLLAR QUESTION,Phrase,1/10/22
TOM & CARIBBEAN CRUISE,Same Name,1/10/22
SPECTACULAR TRIP,Event,1/10/22
WHEELS WINDOWS & WINDSHIELD WIPERS,Same Letter,1/11/22
HOLD ME CLOSER TINY DANCER,Song Lyrics,1/11/22
PUTTING ON MY WALKING SHOES,What Are You Doing?,1/11/22
POTATO CHIP OFF THE OLD BLOCK,Before & After,1/12/22
A GLORIOUS STRETCH OF BEACH,Place,1/12/22
COTTON BEDSPREAD,Around The House,1/12/22
READING AN ELECTRONIC BOOK,What Are You Doing?,1/13/22
EXTRAORDINARY MARINE LIFE,Living Things,1/13/22
I WANT SOME HOT STUFF,70'S Song Lyrics,1/13/22
I'M BOARDING THE PLANE,What Are You Doing?,1/14/22
SPAIN SWEDEN SWITZERLAND,Same Letter,1/17/22
FRENCH VANILLA COFFEE,Food & Drink,1/17/22
ENCHANTING TOWNS,Places,1/17/22
JACK-OF-ALL-TRADES,Person,1/17/22
HUMPTY DUMPTY SAT ON A WALL SOCKET,Before & After,1/18/22
WATERWAYS OF THE WORLD,Places,1/18/22
EXQUISITE CHOCOLATES,Food & Drink,1/18/22
UNBELIEVABLE ARCHITECTURE,Thing,1/19/22
LET THE CURRENTS CARRY YOU,Phrase,1/20/22
SOCIAL BUTTERFLY COLLECTOR,Before & After,1/20/22
THE BEST PRETZEL EVER,Food & Drink,1/20/22
REFRESHING RELAXING REMARKABLE,Same Letter,1/21/22
GREAT MASTERPIECES,Things,1/21/22
A FEAST FOR YOUR EYES,Phrase,1/21/22
LIVING A CAREFREE LIFESTYLE,What Are You Doing?,1/24/22
STEREO & GUEST SPEAKER,Same Name,1/24/22
MAKING LEMONADE OUT OF LEMONS,What Are You Doing?,1/25/22
ENTERTAINMENT FOR ALL AGES,Show Biz,1/25/22
TREMENDOUS EFFORT,Thing,1/25/22
SUGAR COOKIES WITH SPRINKLES,Food & Drink,1/26/22
A TRULY MAGICAL CITY,Place,1/26/22
OH FIDDLESTICKS!,Phrase,1/26/22
POOLS PONDS & PUDDLES,Same Letter,1/27/22
COULDN'T ASK FOR A BETTER LOCATION,Phrase,1/27/22
PHOTO FINISH,Event,1/27/22
TO DREAM THE IMPOSSIBLE DREAM JOB,Before & After,1/28/22
INTERNATIONAL FILM FESTIVAL,Show Biz,1/28/22
CATCHING SOME SUNSHINE,What Are You Doing?,1/28/22
BOWLING TOURNAMENT,Event,1/28/22
MUSEUM OF MODERN ART,Place,1/31/22
FOOD AND RUM FESTIVAL,Event,1/31/22
SMOOTH OPERATOR,80'S Song Title,1/31/22
BOTTLES BUCKETS & BARRELS,Same Letter,2/1/22
SURFING IN THE PACIFIC OCEAN,Fun & Games,2/1/22
ENDLESS SHADES OF BLUE,Things,2/1/22
SEASHELL NECKLACE,What Are You Wearing?,2/1/22
RUNWAY MODEL TRAIN SET,Before & After,2/2/22
GIVING IT ONE HUNDRED & TEN PERCENT,What Are You Doing?,2/2/22
MY VERY OWN ISLAND,Place,2/2/22
TAKING THE WATER TAXI,Fun & Games,2/2/22
MOTION PICTURE SOUNDTRACK,Show Biz,2/3/22
COFFEE & SUCTION CUP,Same Name,2/3/22
DRINKING CHAMPAGNE,What Are You Doing?,2/3/22
TEX-MEX RESTAURANT,Place,2/3/22
FITNESS & WELLNESS,Things,2/3/22
THE GIFT THAT KEEPS ON GIVING,Phrase,2/4/22
SATISFYING MY CRAVINGS,What Are You Doing?,2/4/22
CHICKPEAS AND CHEDDAR CHEESE,Rhyme Time,2/4/22
THE EYE OF THE TIGER LILY,Before & After,2/7/22
TREE-DWELLING SLOTH,Living Thing,2/7/22
HAPPILY MARRIED COUPLE,People,2/7/22
BROWSING IN A BOOKSTORE,What Are You Doing?,2/8/22
A PERFECT DAY IN PARADISE,Thing,2/8/22
INVENTORS AND INNOVATORS,People,2/9/22
SCHOOLS OF COLORFUL FISH,Living Things,2/9/22
FILL IN THE BLANK,Phrase,2/9/22
EVERY MOMENT MATTERS,Phrase,2/10/22
STOCK & FLEA MARKET,Same Name,2/10/22
ENJOYING THE OCEAN BREEZE,What Are You Doing?,2/10/22
HOOPS HURDLES & HORSESHOES,Same Letter,2/11/22
PUTTING THINGS IN PERSPECTIVE,What Are You Doing?,2/11/22
EXCITING WATER ACTIVITIES,Fun & Games,2/11/22
FANTASY & KITCHEN ISLAND,Same Name,2/14/22
TURTLES SUNNING THEMSELVES,Living Things,2/14/22
SWINGING ON A PORCH SWING,What Are You Doing?,2/15/22
BEAUTIFUL CORAL REEF,Place,2/15/22
TROPICAL FRUIT SALAD,Food & Drink,2/15/22
PIRATES PARROTS PLANKS,Same Letter,2/16/22
BEING THE BANKER IN MONOPOLY,Fun & Games,2/16/22
DISCOVERING LOCAL CULTURE,What Are You Doing?,2/16/22
SUPREME DREAM TEAM,Rhyme Time,2/16/22
LOOKING AT BABY PICTURES,What Are You Doing?,2/17/22
INCREDIBLE SCUBA DIVING,Fun & Games,2/17/22
HAVE YOU SEEN MY PHONE?,Phrase,2/17/22
GIGANTIC WALK-IN CLOSET,Place,2/18/22
LUNCH BREAK DANCING,Before & After,2/18/22
SUNRISE SUNSET SUNBATHING SUNSCREEN,Same Letter,2/21/22
INDULGING IN SOME SPA TIME,What Are You Doing?,2/21/22
WHALE-WATCHING TOUR,Event,2/21/22
RICH IN TRADITIONS,Phrase,2/22/22
WAFFLE & CURLING IRON,Same Name,2/22/22
A TOAST TO HAPPINESS,Thing,2/22/22
BORN TO BE WILD,Song Title,2/22/22
JURASSIC PARK MOVIES,Show Biz,2/23/22
FLIP-FLOPS AND A SWIMSUIT,What Are You Wearing?,2/23/22
VENUS FLYTRAP,Living Thing,2/23/22
LARGER THAN LIFE CHARACTER,Person,2/24/22
SIPPING AN ICY BEVERAGE,What Are You Doing?,2/24/22
TRENDING ON TWITTER,Phrase,2/24/22
IS THERE AN APP FOR THAT?,Phrase,2/25/22
COUCH POTATO SKINS,Before & After,2/25/22
A PRIVATE GUIDED TOUR,Event,2/25/22
HITTING THE GYM,What Are You Doing?,2/25/22
SPELLBINDING TELEVISION SERIES,Show Biz,2/28/22
GOOD MOOD FOOD,Rhyme Time,2/28/22
SHOPPING FOR A BATHING SUIT,What Are You Doing?,2/28/22
HILARIOUS PUNCH LINE,Fun & Games,2/28/22
GLOSSY GLEAMING GLAMOROUS,Same Letter,3/1/22
ANOTHER FEATHER IN YOUR CAP,Phrase,3/1/22
LAID-BACK BEACH BARS,Places,3/1/22
PEELED CHESTNUTS,Food & Drink,3/1/22
SLOT & BREAD MACHINE,Same Name,3/2/22
FOLLOWING THE BOUNCING BALL,What Are You Doing?,3/2/22
BLOOMING BIRD-OF-PARADISE,Living Thing,3/2/22
SPOTTING A COMET IN THE SKY,Event,3/3/22
DAZZLING DOUBLE RAINBOW,Thing,3/3/22
RUNNING IN PLACE,What Are You Doing?,3/3/22
CAPTAIN OF THE SOCCER TEAM,Person,3/4/22
DANCING TO A LIVE SALSA BAND,Fun & Games,3/4/22
GRACEFUL FLAMINGO,Living Thing,3/4/22
BITE-SIZE CHUNKS OF CHICKEN,Food & Drink,3/7/22
MINIATURE GOLF & SHUFFLEBOARD,Fun & Games,3/7/22
PROFESSIONAL CLOWN,Occupation,3/7/22
WEST SIDE STORY RETURNS TO THE BIG SCREEN,Show Biz,3/8/22
PARKING & BALD SPOT,Same Name,3/8/22
ORDERING A TROPICAL DRINK,What Are You Doing?,3/8/22
A WIN IS A WIN,Phrase,3/8/22
SNORKELERS FROM AROUND THE WORLD,People,3/9/22
MEATBALL SANDWICH,Food & Drink,3/9/22
TRAMPOLINE TRAPEZE TIGHTROPE,Same Letter,3/10/22
WELL-WISHERS AT THE WISHING WELL,People,3/10/22
MOUNTAINS SOARING OUT OF THE SEA,Things,3/10/22
MORE FOR YOUR MONEY,Phrase,3/10/22
SLIDING INTO HOME PLATE OF SPAGHETTI,Before & After,3/11/22
WATCHING A DRIVE-IN MOVIE,Fun & Games,3/11/22
I KNEW THIS WOULD BE A GREAT DAY,Phrase,3/11/22
DRIVING A CONVERTIBLE,What Are You Doing?,3/11/22
TUMBLING TUMBLEWEEDS,Things,3/14/22
HUNGRY LIKE THE WOLF BLITZER,Before & After,3/14/22
ENGLAND SCOTLAND & WALES,On The Map,3/14/22
SHAKE IT UP BABY,Song Lyrics,3/14/22
UNFORGETTABLE EXPERIENCES,Events,3/15/22
SORRY WRONG NUMBER,Phrase,3/15/22
RELIABLE RESPONSIBLE RESPECTED,Same Letter,3/16/22
THE BIRTHPLACE OF DEMOCRACY,Place,3/16/22
RENTING A PEDAL BOAT,What Are You Doing?,3/16/22
HOME-COOKED MEAL,Food & Drink,3/16/22
HARRY POTTER ON BROADWAY,Show Biz,3/17/22
DIPPING MY FEET IN THE OCEAN,What Are You Doing?,3/17/22
EVERYONE IS INVITED,Phrase,3/17/22
ROLLER & KENTUCKY DERBY,Same Name,3/18/22
WAKE UP AND RELAX,Phrase,3/18/22
DO I HAVE TO WRITE A TERM PAPER?,Phrase,3/21/22
OBSTACLE COURSE CATALOG,Before & After,3/21/22
EXCELLENT ACCOMMODATIONS,Things,3/21/22
SORORITY RUSH,College Life,3/21/22
SPECTACULAR SUCCESS STORY,Same Letter,3/22/22
TOM HOLLAND STARS IN UNCHARTED,Show Biz,3/22/22
GOOD VIBES ONLY,Phrase,3/22/22
A HERO IN THE MAKING,Person,3/22/22
OLYMPIC GOLD MEDALIST CHLOE KIM,Proper Name,3/23/22
YOU WON'T HEAR ME COMPLAINING!,Phrase,3/23/22
CAREER CENTER,Place,3/23/22
CHILLING OUT IN THE LIBRARY,What Are You Doing?,3/24/22
WHITE SANDY BEACHES,Places,3/24/22
SOCIAL CORRESPONDENT,Occupation,3/24/22
ANY SUGGESTIONS?,Phrase,3/24/22
SCIENCE FICTION EPIC DUNE,Show Biz,3/25/22
IVY & SOFTBALL LEAGUE,Same Name,3/25/22
EATING THE MOST AMAZING FOOD,What Are You Doing?,3/25/22
INSTRUCTOR OF THE YEAR,Person,3/25/22
SINGER-SONGWRITER JIMMY BUFFETT,Proper Name,3/28/22
WEDDING & FRIGHT NIGHT,Same Name,3/28/22
GRABBING A BEACH CHAIR,What Are You Doing?,3/28/22
AS LONG AS IT TAKES,Phrase,3/28/22
WINNING THE GRAND PRIZE,Event,3/29/22
CALM AND GENTLE WAVES,Things,3/29/22
PALM SPRINGS CALIFORNIA,On The Map,3/29/22
DECKS CABINS & STATEROOMS,Places,3/30/22
FROZEN CONCOCTION,Food & Drink,3/30/22
HEAVEN ON EARTH WITH AN ONION SLICE,Song Lyrics,3/31/22
UNDER LOCK AND KEY WEST,Before & After,3/31/22
FLYING IN A SEAPLANE,What Are You Doing?,3/31/22
SEA SAND & SKY,Same Letter,4/1/22
DEEP-FRIED COCONUT SHRIMP,Food & Drink,4/1/22
SENSATIONAL DINING,Thing,4/1/22
CASH IN A FLASH,Rhyme Time,4/1/22
MAKE YOUR NEXT MOVE YOUR BEST MOVE,Phrase,4/4/22
KING-SIZE & FLOWER BED,Same Name,4/4/22
LEAVING MY WORRIES BEHIND,What Are You Doing?,4/4/22
GREEK PHILOSOPHERS,People,4/4/22
POLAND PANAMA PORTUGAL,Same Letter,4/5/22
SPIDER-MAN: NO WAY HOME,Movie Title,4/5/22
BOATS ON THE HORIZON,Things,4/5/22
GETTING MY HAIR DONE,What Are You Doing?,4/5/22
TOUCHLESS SOAP DISPENSER,Around The House,4/6/22
STOPPING AT A SCENIC OVERLOOK,What Are You Doing?,4/6/22
SWISS CHEESE,Food & Drink,4/6/22
ART MUSIC & CULTURE,Things,4/7/22
PADDINGTON BEAR,Character,4/7/22
I SPEAK FRENCH ONION SOUP,Before & After,4/8/22
OLYMPIC CHAMPION SHAUN WHITE,Proper Name,4/8/22
AQUATIC ACTIVITIES,Fun & Games,4/8/22
HUGS AND KISSES,Things,4/8/22
FACT OR FICTION?,Phrase,4/8/22
EXECUTIVE ORDER OF ONION RINGS,Before & After,4/11/22
SIMPLY STUNNING VIEWS,Things,4/11/22
SEQUELS & PREQUELS,Show Biz,4/11/22
WASHINGTON WYOMING WISCONSIN,Same Letter,4/12/22
KEVIN COSTNER STARS IN YELLOWSTONE,Show Biz,4/12/22
I'LL BE IN THE HOT TUB,Phrase,4/12/22
THE PRICE IS NICE,Rhyme Time,4/12/22
COOKIES-AND-CREAM MILKSHAKE,Food & Drink,4/13/22
GARDENING & BOXING GLOVES,Show Biz,4/13/22
CHARTERING A YACHT,Fun & Games,4/13/22
NEVER BEEN BETTER,Phrase,4/13/22
TEAM OF INTERNATIONAL EXPERTS,People,4/14/22
WONDERFUL OCEANFRONT RESORT,Place,4/14/22
A HEALTHY COMPLEXION,Thing,4/14/22
NONSTOP EXCITEMENT,Thing,4/15/22
BLUSHING BRIDE,Person,4/15/22
PLAYING CORNHOLE ON THE LAWN,Fun & Games,4/18/22
DISCO BALL OF YARN,Before & After,4/18/22
LOOKING OUT OVER THE SEA,What Are You Doing?,4/18/22
EXECUTIVE DECISION,Thing,4/18/22
COTTAGE CONDO CASTLE,Same Letter,4/19/22
KEANU REEVES RETURNS TO THE MATRIX,Show Biz,4/19/22
COLLECTING DRIFTWOOD,Fun & Games,4/19/22
THAT WAS AWESOME!,Phrase,4/19/22
CHEERLEADERS LEADING CHEERS,People,4/20/22
EATING FRESH MANGO,Food & Drink,4/20/22
FISH STICKS AND TRAIL MIX,Rhyme Time,4/20/22
A RELAXING SUNSET STROLL,Event,4/21/22
REVERSIBLE BLANKET,Around The House,4/21/22
A TOASTED BAGEL WITH CREAM CHEESE,Food & Drink,4/22/22
GOLF & CRASH COURSE,Same Name,4/22/22
